cliente_id,fecha,monto,sentido,instrumento,canal,contraparte,pais_contraparte,referencia
AR019,2026-05-10,379944.48,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR020,2026-05-10,211969.61,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR022,2026-05-10,54669.60,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR024,2026-05-10,358599.95,EGRESO,CHEQUE,ELECTRONICO,Proveedor,Chile,
AR031,2026-05-10,2934105.25,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR006,2026-05-11,260460.54,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR006,2026-05-11,240901.03,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR011,2026-05-11,278143.62,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR015,2026-05-11,543253.22,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR016,2026-05-11,1052101.69,INGRESO,EFECTIVO,PRESENCIAL,Transferencia recibida,Argentina,
AR025,2026-05-11,2609927.02,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR026,2026-05-11,2231283.28,EGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR028,2026-05-11,1345933.02,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR031,2026-05-11,2220357.56,EGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR032,2026-05-11,1180551.60,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR003,2026-05-12,142099.00,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR006,2026-05-12,383410.53,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR009,2026-05-12,99274.89,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR009,2026-05-12,128511.48,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR013,2026-05-12,2276197.95,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR021,2026-05-12,337092.10,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR026,2026-05-12,3516484.26,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR026,2026-05-12,2878660.71,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR030,2026-05-12,2890835.61,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR001,2026-05-13,194379.34,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR001,2026-05-13,350030.04,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR003,2026-05-13,291812.55,EGRESO,EFECTIVO,PRESENCIAL,Proveedor local,Argentina,
AR003,2026-05-13,238740.69,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR011,2026-05-13,212581.03,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR014,2026-05-13,1152310.59,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR015,2026-05-13,920514.94,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR017,2026-05-13,211487.57,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor,Chile,
AR022,2026-05-13,48328.23,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR029,2026-05-13,1699746.89,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR034,2026-05-13,5034710.23,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR004,2026-05-14,103269.58,EGRESO,EFECTIVO,PRESENCIAL,Mayorista del rubro,Argentina,
AR008,2026-05-14,69399.67,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR015,2026-05-14,792235.76,INGRESO,EFECTIVO,PRESENCIAL,Servicios contratados,Argentina,
AR016,2026-05-14,918148.93,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR020,2026-05-14,106312.34,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR021,2026-05-14,338988.62,INGRESO,EFECTIVO,PRESENCIAL,Servicios contratados,Argentina,
AR028,2026-05-14,1419913.30,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR033,2026-05-14,1934759.35,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR004,2026-05-15,97049.60,INGRESO,EFECTIVO,PRESENCIAL,Proveedor local,Argentina,
AR005,2026-05-15,47642.85,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR008,2026-05-15,66828.43,INGRESO,EFECTIVO,PRESENCIAL,Mayorista del rubro,Argentina,
AR023,2026-05-15,2536406.45,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR025,2026-05-15,1413351.74,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR030,2026-05-15,4881063.42,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR009,2026-05-16,101969.37,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR010,2026-05-16,123297.91,EGRESO,EFECTIVO,PRESENCIAL,Servicios contratados,Argentina,
AR013,2026-05-16,1926349.11,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR018,2026-05-16,224988.18,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR026,2026-05-16,4541751.32,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR026,2026-05-16,2961600.10,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR029,2026-05-16,1935275.73,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR034,2026-05-16,9881968.13,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR003,2026-05-17,289460.86,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR007,2026-05-17,1192763.20,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR010,2026-05-17,170449.82,INGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR011,2026-05-17,273789.36,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR015,2026-05-17,798422.99,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR010,2026-05-18,82406.13,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR012,2026-05-18,2060092.72,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR016,2026-05-18,888270.15,INGRESO,CHEQUE,ELECTRONICO,Importador,Brasil,
AR019,2026-05-18,503523.09,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR026,2026-05-18,4774658.74,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR004,2026-05-19,167211.55,EGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR009,2026-05-19,69905.83,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR011,2026-05-19,287200.30,INGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR016,2026-05-19,815012.67,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR018,2026-05-19,253209.20,INGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR021,2026-05-19,247317.23,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR026,2026-05-19,2852390.09,EGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR028,2026-05-19,804294.65,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR033,2026-05-19,2802329.31,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR004,2026-05-20,139709.82,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR010,2026-05-20,122471.22,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR014,2026-05-20,757965.31,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR014,2026-05-20,740097.52,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR016,2026-05-20,959285.19,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR016,2026-05-20,767579.33,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR020,2026-05-20,211607.19,EGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR030,2026-05-20,3036766.86,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR005,2026-05-21,46074.68,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR008,2026-05-21,69134.85,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR014,2026-05-21,996344.79,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR018,2026-05-21,240099.57,EGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR022,2026-05-21,91807.76,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR023,2026-05-21,1309970.95,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR032,2026-05-21,1069035.85,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR033,2026-05-21,3281172.13,INGRESO,TRANSFERENCIA,ELECTRONICO,Comitente,Uruguay,
AR034,2026-05-21,6858646.52,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR034,2026-05-21,8570892.98,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR005,2026-05-22,47497.16,INGRESO,EFECTIVO,PRESENCIAL,Transferencia recibida,Argentina,
AR005,2026-05-22,40818.81,INGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR006,2026-05-22,233904.29,EGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR028,2026-05-22,1753040.89,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR028,2026-05-22,915923.84,INGRESO,EFECTIVO,PRESENCIAL,Transferencia recibida,Argentina,
AR033,2026-05-22,2787926.76,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR033,2026-05-22,3277252.16,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR004,2026-05-23,122866.88,EGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR011,2026-05-23,200573.67,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR022,2026-05-23,58403.27,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR028,2026-05-23,827309.22,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR029,2026-05-23,1385322.09,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR031,2026-05-23,3874566.91,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR008,2026-05-24,71074.52,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR015,2026-05-24,840628.45,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR031,2026-05-24,2079548.06,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR006,2026-05-25,403747.15,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR008,2026-05-25,93038.69,EGRESO,EFECTIVO,PRESENCIAL,Proveedor local,Argentina,
AR014,2026-05-25,569227.46,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR019,2026-05-25,445523.78,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR024,2026-05-25,497996.50,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR003,2026-05-26,243218.32,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR003,2026-05-26,177445.70,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR022,2026-05-26,49490.96,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR001,2026-05-27,295216.29,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR006,2026-05-27,210100.46,EGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR013,2026-05-27,1993944.36,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR016,2026-05-27,591631.04,INGRESO,EFECTIVO,PRESENCIAL,Proveedor local,Argentina,
AR022,2026-05-27,90500.46,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR001,2026-05-28,230048.93,INGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR003,2026-05-28,290153.98,INGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR007,2026-05-28,934832.56,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR015,2026-05-28,838753.48,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR018,2026-05-28,228839.28,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR020,2026-05-28,206117.19,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR026,2026-05-28,2630797.16,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR014,2026-05-29,914423.37,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR016,2026-05-29,542663.33,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR021,2026-05-29,491904.40,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR021,2026-05-29,297272.14,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR025,2026-05-29,2316833.56,EGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR032,2026-05-29,1660402.54,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR035,2026-05-29,2214053.66,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR035,2026-05-29,2497932.42,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR006,2026-05-30,331469.95,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR008,2026-05-30,68164.19,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR010,2026-05-30,100580.72,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR014,2026-05-30,973466.00,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR020,2026-05-30,143875.03,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR021,2026-05-30,362663.95,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR024,2026-05-30,246931.22,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR029,2026-05-30,1188004.41,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR032,2026-05-30,1008990.14,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR035,2026-05-30,2929826.45,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR013,2026-05-31,2663899.00,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR014,2026-05-31,1036581.86,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR021,2026-05-31,507116.78,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR022,2026-05-31,66622.58,EGRESO,CHEQUE,ELECTRONICO,Proveedor,Chile,
AR022,2026-05-31,75205.80,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR030,2026-05-31,5331211.34,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR031,2026-05-31,1998600.92,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR035,2026-05-31,1993426.56,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR006,2026-06-01,383779.29,EGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR007,2026-06-01,1261101.38,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR029,2026-06-01,1624338.82,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR031,2026-06-01,3278010.73,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR033,2026-06-01,2505447.78,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR033,2026-06-01,1572886.02,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR005,2026-06-02,46972.76,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR005,2026-06-02,45951.15,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR008,2026-06-02,65983.82,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR010,2026-06-02,133807.99,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR012,2026-06-02,1787338.36,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR017,2026-06-02,298677.15,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR020,2026-06-02,135766.42,EGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR021,2026-06-02,428840.02,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR023,2026-06-02,2410310.59,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR028,2026-06-02,1478131.16,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR029,2026-06-02,1680904.21,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR004,2026-06-03,132980.05,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR007,2026-06-03,1181383.19,EGRESO,TRANSFERENCIA,ELECTRONICO,Comitente,Uruguay,
AR014,2026-06-03,963140.31,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR017,2026-06-03,334570.99,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR019,2026-06-03,362823.28,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR021,2026-06-03,422346.23,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR031,2026-06-03,2401826.05,EGRESO,TRANSFERENCIA,ELECTRONICO,Importador,Brasil,
AR002,2026-06-04,217241.47,EGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR007,2026-06-04,614074.31,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR030,2026-06-04,2752028.50,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR031,2026-06-04,3389598.29,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR033,2026-06-04,2610253.34,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR035,2026-06-04,2059768.62,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR003,2026-06-05,179799.18,EGRESO,EFECTIVO,PRESENCIAL,Proveedor local,Argentina,
AR004,2026-06-05,220538.68,INGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR020,2026-06-05,101697.18,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR024,2026-06-05,268493.97,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR029,2026-06-05,1160058.98,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR035,2026-06-05,1535338.99,EGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR002,2026-06-06,186724.93,EGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR014,2026-06-06,1017236.52,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR019,2026-06-06,324179.35,EGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR022,2026-06-06,61900.30,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR025,2026-06-06,2995293.48,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR029,2026-06-06,1873306.43,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR007,2026-06-07,881397.32,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR024,2026-06-07,258090.24,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR029,2026-06-07,1465440.58,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR034,2026-06-07,6785846.00,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR001,2026-06-08,216051.99,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR002,2026-06-08,195457.57,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR004,2026-06-08,175446.86,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR006,2026-06-08,193144.80,EGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR008,2026-06-08,105047.00,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR009,2026-06-08,73914.87,EGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR019,2026-06-08,335382.73,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR026,2026-06-08,3594184.80,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR006,2026-06-09,420476.92,EGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR006,2026-06-09,262898.51,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR015,2026-06-09,963004.44,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR016,2026-06-09,926810.44,INGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR023,2026-06-09,1815066.44,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR032,2026-06-09,1757858.49,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR033,2026-06-09,2578457.63,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR033,2026-06-09,3557957.03,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR034,2026-06-09,5749733.28,INGRESO,EFECTIVO,PRESENCIAL,Transferencia recibida,Argentina,
AR003,2026-06-10,129677.11,EGRESO,EFECTIVO,PRESENCIAL,Proveedor local,Argentina,
AR004,2026-06-10,188030.33,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR006,2026-06-10,249140.51,INGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR012,2026-06-10,1991661.89,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR015,2026-06-10,842804.08,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR022,2026-06-10,88048.31,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR025,2026-06-10,1564544.80,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR025,2026-06-10,2296520.79,INGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR028,2026-06-10,1753202.14,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR028,2026-06-10,1155348.71,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR033,2026-06-10,1792715.24,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR002,2026-06-11,290677.17,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR005,2026-06-11,31515.18,EGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR016,2026-06-11,834585.12,INGRESO,EFECTIVO,PRESENCIAL,Mayorista del rubro,Argentina,
AR018,2026-06-11,317638.15,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR025,2026-06-11,2584353.32,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR027,2026-06-11,12731853.21,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR032,2026-06-11,1638668.93,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR003,2026-06-12,295045.42,EGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR008,2026-06-12,113251.87,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR019,2026-06-12,381571.13,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR021,2026-06-12,489132.46,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR024,2026-06-12,422082.03,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR026,2026-06-12,4460006.82,EGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR027,2026-06-12,6020407.11,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR029,2026-06-12,1574432.45,INGRESO,EFECTIVO,PRESENCIAL,Transferencia recibida,Argentina,
AR002,2026-06-13,210802.16,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR013,2026-06-13,1834861.91,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR005,2026-06-14,63023.03,INGRESO,EFECTIVO,PRESENCIAL,Proveedor local,Argentina,
AR008,2026-06-14,74169.28,EGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR011,2026-06-14,208641.14,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR012,2026-06-14,1137538.34,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR032,2026-06-14,1230325.31,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
